"Kelp.Taxon","X","Authors..Year.","ID","Site","Lat","Long","Management_.OA_MPA_MEARB_Other.","Temporal_Scale","Mean.kelp","Mean.no.Kelp","Mean...one.error.bar.Kelp","Mean...one.error.bar.no.Kelp","Error.Kelp","Error.no.Kelp","Error.Type","Variable","N..Kelp.","N..no.kelp.","Unit.Dimensions","Area..m2.","Notes.on.Type.of.study","Comments","Clearing.Size..m.2.","Time.Until.Resampling..days.","Mean.Depth..m.","Inferred.Mechanism.of.Clearing..experiment_storm_heat.wave_barren_kelp.addition.","Type.of.Study..Experimental_ObservatioNAl.","Observational.Study.Type..Spatial..Temporal.","Single.Species...yes.no.","Total.Abundance...yes.no.","Species.Richness...yes.no.","Biomass...yes.no.","Clearing.Response..algae_barren_kelp.","Survey.Type..quadrat..transect..video..photo..Net.Trap.","Short.Variable.Description","Latititude.in.Decimal.Degrees","Longitude.in.Decimal.Degrees","Juvenile..Adult..Both","sample.unit.area..m.2.","Total.Area.Sampled.per.Treatment..m.2..n.replicate.area.","Mean.kelp.t0","Mean.no.Kelp.t0","Mean...one.error.bar.Kelp.t0","Mean...one.error.bar.no.Kelp.t0","Error.Kelp.t0","Error.no.Kelp.t0","Error.Type.t0","Date.of.t0..dd.mm.yyyy.","Fish.Species","Order","Family","Trophic.level","Trophic.group","Total.Lenght..cm.","Biomass..gr.","Habitat.Association..Benthic.Pelagic.Demersal.","sd_kelp","sd_nokelp","rawLR","LR","VLR","Hedges.G","VHedges.G","Patch","Height..m.","Single.or.Multi.Stipe","Erect.or.Prostrate","Epibiont.Load.Potential","Comment","len","ECOREGION","PROVINCE","REALM"
"Macrocystis pyrifera",1216,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",1,2.4,1.6,3.36,0.6,0.96,"SE","Density (ind/1000 m3) Rhacochilus vacca",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phanerodon vacca","Ovalentaria","Embiotocidae","3,38","Invertivore","44,2",NA,"Demersal",NA,NA,-0.53062825106217,-0.53062825106217,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1198,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",451,1193,538,1459,87,266,"SE","Density (ind/1000 m3) Total fishes",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","no","yes","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.971382114120316,-0.971382114120316,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1201,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",1.8,0,2.17,0,0.37,0,"SE","Density (ind/1000 m3) Brachyistius frenatus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brachyistius frenatus","Ovalentaria","Embiotocidae","3,5","Carnivore","22",NA,"Demersal",NA,NA,1.02961941718116,1.02961941718116,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1206,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",29.9,50.9,36.18,59.35,6.28,8.45,"SE","Density (ind/1000 m3) Halichoeres semicinctus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halichoeres semicinctus","Eupercaria","Labridae","3,26","Carnivore","38",NA,"Demersal",NA,NA,-0.518562606268143,-0.518562606268143,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1210,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",20.7,12,25.72,16.96,5.02,4.96,"SE","Density (ind/1000 m3) Medialuna califbrniensis",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medialuna californiensis","Centrarchiformes","Kyphosidae","2,67","Omnivore","48",NA,"Demersal",NA,NA,0.512362903084877,0.512362903084877,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1211,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",246.5,30,315,32.93,68.5,2.93,"SE","Density (ind/1000 m3) Oxyjulis californica",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxyjulis californica","Eupercaria","Labridae","3,14","Carnivore","25",NA,"Demersal",NA,NA,2.0774233775236,2.0774233775236,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1212,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",30.5,4.6,35.71,5.35,5.21,0.75,"SE","Density (ind/1000 m3) Paralabrax clathratus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paralabrax clathratus","Perciformes","Serranidae","3,98","Carnivore","72","700","Demersal",NA,NA,1.72722094809048,1.72722094809048,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1219,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",2.9,38.3,3.26,40.04,0.36,1.74,"SE","Density (ind/1000 m3) Semicossyphus pulcher",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Semicossyphus pulcher","Eupercaria","Labridae","3,56","Invertivore","91","16000","Benthic",NA,NA,-2.31024796573961,-2.31024796573961,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1220,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",40,0,58,0,18,0,"SE","Density (ind/1000 m3) Sphyraena argentea",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes species",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphyraena argentea","Carangaria","Sphyraenidae","4,5","Carnivore","145","12000","Pelagic SA-Neritic",NA,NA,3.71357206670431,3.71357206670431,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1221,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",35.7,13,53,26,17.3,13,"SE","Density (ind/1000 m3) Trachurus symmetricus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trachurus murphyi","Carangiformes","Carangidae","3,49","Carnivore","70","3740,473267","Pelagic SA-Oceanic",NA,NA,0.963719425445266,0.963719425445266,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1384,"O'Connor and Anderson 2010","","Santa Catalina Island, South California",33.45,-118.483,"MPA","2005",20.87987485,6.974890838,27.68068739,9.844581958,6.8,2.87,"SE","Juvenile Oxyjulis californica mean density (Nº ind./100m3)",4,4,"20*1*1","20","Fish density spatual comparison between 2 sites: 1) 0% kelp cover and 2) 100% kelp cover","Fig 3. Comparison of mean fish recruits density between clearing patches treatments",400,365,13,"experiment","Experimental","Spatial","yes","no","no","yes","kelp","Transect","Fish density (Nº ind./100m^2)",33.45,-118.483,"Juvenile",20,160,"243,76","31","292,24","62","48,48","31","SE","01-07-05","Oxyjulis californica","Eupercaria","Labridae","3,1","Carnivore","25","na","Demersal",13.6,5.74,1.00926929714981,1.00926929714981,0.22610238777677,1.15713084771639,0.583684487421053,"Single","30","Multi","Erect","High",NA,88,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",886,"Demartini and Roberts (1990)","7","San Onofre California",33.383,-117.597,"OA",NA,4.344470046,3.860333215,NA,NA,0.081769706,0.182060696,"SE","biomass",7,28,"transect","225","Comparative study between areas of different kelp density","Mean Kelp and no kelp Fish densities estimated for areas where kelp density >1 and <1 resectively.",NA,NA,NA,NA,"Observational","Temporal","no","no","no","yes","no","transect","Fish Assemblages density ",33.383,-117.597,"Both",225,6300,NA,NA,NA,NA,NA,NA,NA,"11-01-85",NA,NA,NA,NA,NA,NA,NA,NA,0.216342306854866,0.963374650270664,0.0949553917565873,0.0949553917565873,0.00163722382059777,0.539825828848003,0.182734456078449,"Single","30","Multi","Erect","High",NA,4,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1209,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",0,11.4,0,12.79,0,1.39,"SE","Density (ind/1000 m3) Hypsypops rubicundus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hypsypops rubicundus","Eupercaria","Pomacentridae","3,2","Carnivore","30",NA,"Reef Associated",NA,NA,-2.51769647261099,-2.51769647261099,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1222,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",0.08,0,0.16,0,0.08,0,"SE","Density (ind/1000 m3) Xenistius californiensis",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haemulon californiensis","Eupercaria","Haemulidae","3,5","Planktivore","30",NA,"Demersal",NA,NA,0.0769610411361284,0.0769610411361284,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1218,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",0.9,0,1.74,0,0.84,0,"SE","Density (ind/1000 m3) Scomber japonicus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scomber japonicus","Scombriformes ","Scombridae","3,4","Carnivore","64","2900","Pelagic SA-Neritic",NA,NA,0.641853886172395,0.641853886172395,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1382,"O'Connor and Anderson 2010","","Santa Catalina Island, South California",33.45,-118.483,"MPA","2005",85.77065385,77.69453846,87.69353846,80.38657692,1.92,2.69,"SE","Adult fish species abundance mean density (Nº ind./100m3)",4,4,"20*2*2","40","Fish density spatual comparison between 2 sites: 1) 0% kelp cover and 2) 100% kelp cover","Fig 2. Comparison of mean adult fish density between clearing patches treatments",400,365,13,"experiment","Experimental","Spatial","no","yes","no","yes","kelp","Transect","Fish density (Nº ind./100m^2)",33.45,-118.483,"Adult",40,320,"243,76","31","292,24","62","48,48","31","SE","01-07-05","na","na","na","na","na","na","na","Demersal",3.84,5.38,0.097694719150689,0.0976947191506897,0.00165808136108799,1.50092730872399,0.640798924129589,"Single","30","Multi","Erect","High",NA,88,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",887,"Demartini and Roberts (1990)","7","San Onofre California",33.383,-117.597,"OA",NA,4.81439206,4.060794045,NA,NA,0.04961513,0.231318884,"SE","biomass",4,31,"transect","225","Comparative study between areas of different kelp density","Mean Kelp and no kelp Fish densities estimated for areas where kelp density >1 and <1 resectively.",NA,NA,NA,NA,"Observational","Temporal","no","no","no","yes","no","transect","Fish Assemblages density ",33.383,-117.597,"Both",225,6975,NA,NA,NA,NA,NA,NA,NA,"11-01-86",NA,NA,NA,NA,NA,NA,NA,NA,0.09923026,1.28792903878481,0.138812836766536,0.138812836766536,0.00216203804405608,0.599433395803029,0.287391213030471,"Single","30","Multi","Erect","High",NA,4,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1214,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",3.4,0,4.44,0,1.04,0,"SE","Density (ind/1000 m3) Phanerodon furcatus",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phanerodon furcatus","Ovalentaria","Embiotocidae","3,3","Invertivore","32",NA,"Demersal",NA,NA,1.48160454092422,1.48160454092422,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1217,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",13.2,0.2,26.1,0.41,12.9,0.21,"SE","Density (ind/1000 m3) Sarda chiliensis",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","yes","no","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarda chiliensis","Scombriformes ","Scombridae","4,5","Carnivore","102",NA,"Pelagic SA-Neritic",NA,NA,2.47092040781326,2.47092040781326,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1383,"O'Connor and Anderson 2010","","Santa Catalina Island, South California",33.45,-118.483,"MPA","2005",15.26417967,1.456348478,20.23589648,2.725047957,4.97,1.27,"SE","Juvenile Brachyistius frenatus mean density (Nº ind./100m3)",4,4,"20*1*1","20","Fish density spatual comparison between 2 sites: 1) 0% kelp cover and 2) 100% kelp cover","Fig 3. Comparison of mean fish recruits density between clearing patches treatments",400,365,13,"experiment","Experimental","Spatial","yes","no","no","yes","kelp","Transect","Fish density (Nº ind./100m^2)",33.45,-118.483,"Juvenile",20,160,"243,76","31","292,24","62","48,48","31","SE","01-07-05","Brachyistius frenatus","Ovalentaria","Embiotocidae","3,5","Carnivore","22","na","Demersal",9.94,2.54,1.89028923470675,1.89028923470675,0.360696391596322,1.65330072015882,0.670837704454855,"Single","30","Multi","Erect","High",NA,88,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
