"Kelp.Taxon","X","Authors..Year.","ID","Site","Lat","Long","Management_.OA_MPA_MEARB_Other.","Temporal_Scale","Mean.kelp","Mean.no.Kelp","Mean...one.error.bar.Kelp","Mean...one.error.bar.no.Kelp","Error.Kelp","Error.no.Kelp","Error.Type","Variable","N..Kelp.","N..no.kelp.","Unit.Dimensions","Area..m2.","Notes.on.Type.of.study","Comments","Clearing.Size..m.2.","Time.Until.Resampling..days.","Mean.Depth..m.","Inferred.Mechanism.of.Clearing..experiment_storm_heat.wave_barren_kelp.addition.","Type.of.Study..Experimental_ObservatioNAl.","Observational.Study.Type..Spatial..Temporal.","Single.Species...yes.no.","Total.Abundance...yes.no.","Species.Richness...yes.no.","Biomass...yes.no.","Clearing.Response..algae_barren_kelp.","Survey.Type..quadrat..transect..video..photo..Net.Trap.","Short.Variable.Description","Latititude.in.Decimal.Degrees","Longitude.in.Decimal.Degrees","Juvenile..Adult..Both","sample.unit.area..m.2.","Total.Area.Sampled.per.Treatment..m.2..n.replicate.area.","Mean.kelp.t0","Mean.no.Kelp.t0","Mean...one.error.bar.Kelp.t0","Mean...one.error.bar.no.Kelp.t0","Error.Kelp.t0","Error.no.Kelp.t0","Error.Type.t0","Date.of.t0..dd.mm.yyyy.","Fish.Species","Order","Family","Trophic.level","Trophic.group","Total.Lenght..cm.","Biomass..gr.","Habitat.Association..Benthic.Pelagic.Demersal.","sd_kelp","sd_nokelp","rawLR","LR","VLR","Hedges.G","VHedges.G","Patch","Height..m.","Single.or.Multi.Stipe","Erect.or.Prostrate","Epibiont.Load.Potential","Comment","len","ECOREGION","PROVINCE","REALM"
"Carpophyllum flexuosum, Ecklonia radiata",1161,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","1 month July 2002-August 2002",2.08,2.29,2.28,2.6,0.2,0.31,"SE","Number of visits by number of species",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5e",10,30,10,"experiment","Experimental","Temporal","no","no","yes","no","kelp","Quadrat","Species Richness",-40.7,173.95,"Adult",1,5,"1,38","1,59","1,6","1,84","0,22","0,25","SE","07-01-02",NA,NA,NA,NA,NA,NA,NA,NA,0.447213595499958,0.693181073024935,-0.0659579677917974,-0.0659579677917974,0.0130948989632181,-0.324986465147907,0.405280810126467,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",26,"Cole et al. (2012)","36","Bay of plenty",-38,177,"OA",NA,0.94,1.6,1.1,1.95,0.32,0.7,"SD","Cheilodactylus spectabilis abundance",246,5,"4*30 m","120","ObservatioNAl","Fig. 4A",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Cheilodactylus spectabilis abundance",-38,177,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-02","Cheilodactylus spectabilis","Centrarchiformes","Cheilodactylidae","3,23","Invertivore","100","15209,6767","Demersal",0.32,0.7,-0.2928234719522,-0.2928234719522,0.0146076430150279,-1.99647741394753,0.212005124444037,"Mixed","1","Single","Erect","Medium ",NA,5,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1163,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","6 month July 2002-January 2003",2,3.24,2.41,4.5,0.41,1.26,"SE","Number of visits by number of species",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5e",10,183,10,"experiment","Experimental","Temporal","no","no","yes","no","kelp","Quadrat","Species Richness",-40.7,173.95,"Adult",1,5,"1,38","1,59","1,6","1,84","0,22","0,25","SE","07-01-02",NA,NA,NA,NA,NA,NA,NA,NA,0.916787870774914,2.81744565164974,-0.345950980575757,-0.345950980575757,0.106987674538191,-0.53428326658595,0.414272930447688,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",25,"Cole et al. (2012)","36","Bay of plenty",-38,177,"OA",NA,0.56,1.93,0.62,3.3,0.12,2.74,"SD","Parma alboscapularis",246,5,"4*30 m","120","ObservatioNAl","Fig. 4A",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Parma alboscapularis",-38,177,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-02","Parma alboscapularis","Ovalentaria","Pomacentridae","2","Herbivore","22",NA,"Demersal",0.12,2.74,-0.63031660176753,-0.63031660176753,0.174926498485596,-3.72055722527874,0.231639833611709,"Mixed","1","Single","Erect","Medium ",NA,5,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1162,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","3 month July 2002-October 2002",2.6,3,2.82,3.3,0.22,0.3,"SE","Number of visits by number of species",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5e",10,90,10,"experiment","Experimental","Temporal","no","no","yes","no","kelp","Quadrat","Species Richness",-40.7,173.95,"Adult",1,5,"1,38","1,59","1,6","1,84","0,22","0,25","SE","07-01-02",NA,NA,NA,NA,NA,NA,NA,NA,0.491934955049954,0.670820393249937,-0.105360515657826,-0.105360515657826,0.00935956790123457,-0.613856682876689,0.418841001355619,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",27,"Cole et al. (2012)","36","Bay of plenty",-38,177,"OA",NA,4.19,4.36,4.37,5.02,0.36,1.32,"SD","Number of species",246,5,"4*30 m","120","ObservatioNAl","Fig. 4A",NA,NA,12,"barren","Observational","Spatial","no","no","yes","no","no","transect","Species Richness",-38,177,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-02",NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.32,-0.0322302779049135,-0.0322302779049134,0.0121492087397148,-0.429793970896186,0.204433014469966,"Mixed","1","Single","Erect","Medium ",NA,5,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",28,"Cole et al. (2012)","36","Port Hardy (Western Cook Strait)",-41,173,"OA",NA,2.28,0,3.02,0,1.48,0,"SD","Parika scaber abundance",110,144,"4*30 m","120","ObservatioNAl","Fig. 4B",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Parika scaber abundance",-41,173,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-01","Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",1.48,0,1.18784342239605,1.18784342239605,0.00185090043805094,2.33541561846181,0.026771900997864,"Mixed","1","Single","Erect","Medium ",NA,6,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1151,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","6 month July 2002-January 2003",54.26,34.89,62.6,41.49,8.34,6.6,"SE","Number of visits by Notolabrus celidotus",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5a",10,183,10,"experiment","Experimental","Temporal","yes","no","no","no","kelp","Quadrat","Number of visits by Notolabrus celidotus",-40.7,173.95,"Adult",1,5,"21,91","26,13","26,91","32,73","5","6,6","SE","07-01-02","Notolabrus celidotus","Eupercaria","Labridae","3,3","Invertivore","24","3812","Demersal",18.6488069323482,14.7580486514986,0.431590614335755,0.431590614335755,0.0565951823449485,1.0397846719147,0.454057608197438,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",30,"Cole et al. (2012)","36","Port Hardy (Western Cook Strait)",-41,173,"OA",NA,2.42,5.34,3.02,5.77,1.2,0.86,"SD","Parapercis colias abundance",110,144,"4*30 m","120","ObservatioNAl","Fig. 4B",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Parapercis colias abundance",-41,173,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-01","Parapercis colias","Perciformes","Pinguipedidae","3,87","Carnivore","45","2500","Demersal",1.2,0.86,-0.617238217374621,-0.617238217374621,0.00124700343959021,-2.85126949108991,0.0320387742259444,"Mixed","1","Single","Erect","Medium ",NA,6,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1156,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","6 month July 2002-January 2003",0.45,7.72,1,12.08,0.55,4.36,"SE","Number of visits by Notolabrus fucicola",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5b",10,183,10,"experiment","Experimental","Temporal","yes","no","no","no","kelp","Quadrat","Number of visits by Notolabrus fucicola",-40.7,173.95,"Adult",1,5,"1,4","0","2,36","0","0,96","0","SE","07-01-02","Notolabrus fucicola","Eupercaria","Labridae","3,43","Invertivore","38","769","Demersal",1.22983738762488,9.74925638189908,-1.79405568148841,-1.7940556814884,0.393876337693223,-0.944484210675449,0.444602521210761,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1150,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","3 month July 2002-October 2002",24.29,25.15,27.64,28.18,3.35,3.03,"SE","Number of visits by Notolabrus celidotus",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5a",10,90,10,"experiment","Experimental","Temporal","yes","no","no","no","kelp","Quadrat","Number of visits by Notolabrus celidotus",-40.7,173.95,"Adult",1,5,"21,91","26,13","26,91","32,73","5","6,6","SE","07-01-02","Notolabrus celidotus","Eupercaria","Labridae","3,3","Invertivore","24","3812","Demersal",7.4908277246243,6.77528597182436,-0.0334401298290583,-0.0334401298290581,0.0309724112405769,-0.108698167191011,0.400590764577534,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",23,"Cole et al. (2012)","36","Bay of plenty",-38,177,"OA",NA,0.84,1.12,0.96,1.91,0.24,1.58,"SD","Notolabrus celidotus abundance",246,5,"4*30 m","120","ObservatioNAl","Fig. 4A",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Notolabrus celidotus abundance",-38,177,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-02","Notolabrus celidotus","Eupercaria","Labridae","3,3","Invertivore","24","3812","Demersal",0.24,1.58,-0.141650517063027,-0.141650517063027,0.111158515124342,-0.897344448789476,0.205669078618082,"Mixed","1","Single","Erect","Medium ",NA,5,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1155,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","3 month July 2002-October 2002",1.58,2.68,1.94,3.78,0.36,1.1,"SE","Number of visits by Notolabrus fucicola",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5b",10,90,10,"experiment","Experimental","Temporal","yes","no","no","no","kelp","Quadrat","Number of visits by Notolabrus fucicola",-40.7,173.95,"Adult",1,5,"1,4","0","2,36","0","0,96","0","SE","07-01-02","Notolabrus fucicola","Eupercaria","Labridae","3,43","Invertivore","38","769","Demersal",0.804984471899924,2.45967477524977,-0.355123353247314,-0.355123353247313,0.10881899133645,-0.542600460112316,0.414720762965705,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1159,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","3 month July 2002-October 2002",27.73,32.19,31.45,35.54,3.72,3.35,"SE","Number of visits by number of individuals",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5d",10,90,10,"experiment","Experimental","Temporal","no","yes","no","no","kelp","Quadrat","Number of visits by number of individuals",-40.7,173.95,"Adult",1,5,"23,26","26,11","29,09","32,69","5,83","6,58","SE","07-01-02",NA,NA,NA,NA,NA,NA,NA,NA,8.31817287629922,7.4908277246243,-0.144306752740685,-0.144306752740685,0.0269531029798411,-0.508641239516817,0.41293579552686,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1154,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","1 month July 2002-August 2002",1.39,0.78,2.06,1.26,0.67,0.48,"SE","Number of visits by Notolabrus fucicola",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5b",10,30,10,"experiment","Experimental","Temporal","yes","no","no","no","kelp","Quadrat","Number of visits by Notolabrus fucicola",-40.7,173.95,"Adult",1,5,"1,4","0","2,36","0","0,96","0","SE","07-01-02","Notolabrus fucicola","Eupercaria","Labridae","3,43","Invertivore","38","769","Demersal",1.49816554492486,1.0733126291999,0.294680001639425,0.294680001639425,0.151305650891708,0.422546072818801,0.40892725918273,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",1158,"Cole et al. (2012)","36","Port Hardy",-40.7,173.95,"OA","1 month July 2002-August 2002",39.38,53.51,42.85,63.31,3.47,9.8,"SE","Number of visits by number of individuals",5,5,"","1","Relationships between fishes and habitat variables (cleared and uncleared)","Fig. 5d",10,30,10,"experiment","Experimental","Temporal","no","yes","no","no","kelp","Quadrat","Number of visits by number of individuals",-40.7,173.95,"Adult",1,5,"23,26","26,11","29,09","32,69","5,83","6,58","SE","07-01-02",NA,NA,NA,NA,NA,NA,NA,NA,7.75915588192427,21.9134661794979,-0.300049558191498,-0.300049558191498,0.0397067050587405,-0.775966062760919,0.430106166527834,"Mixed","1","Single","Erect","Medium ",NA,15,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",29,"Cole et al. (2012)","36","Port Hardy (Western Cook Strait)",-41,173,"OA",NA,1.13,0,1.39,0,0.52,0,"SD","Odax pullus abundance",110,144,"4*30 m","120","ObservatioNAl","Fig. 4B",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Odax pullus abundance",-41,173,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-01","Odax pullus","Eupercaria","Odacidae","2,1","Herbivore","40","1500","Demersal",0.52,0,0.756121979721334,0.756121979721334,0.000541819704684216,3.29432277354548,0.037398665614685,"Mixed","1","Single","Erect","Medium ",NA,6,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",895,"Choat and Ayling (1987)","4","Sites (1-4 domiNAted by kelp) 5-8 domiNAted by barrens",-35.063,174.138,"OA","1 month of summer 1982",3.068,7.11,3.77,8.326666667,1.216666667,1.216666667,"SE","Reef fish > 150 mm SL",20,20,"Visual Census","500","Carpophyllum flexuosum and Ecklonia radiata vs coralline flat and echinoid-domiNAted reef","Response on Adult Fishes ",NA,NA,NA,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Adult Fish assemblage ",-35.063,174.138,"Adult",500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4410987467402,5.4410987467402,-0.689946389941008,-0.689946389941008,0.111956368808907,-0.728089385951087,0.106626426924183,"Mixed","1","Single","Erect","Medium ",NA,2,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",894,"Choat and Ayling (1987)","4","Sites (1-4 domiNAted by kelp) 5-8 domiNAted by barrens",-35.063,174.138,"OA","1 month of summer 1982",90.676,10.94333333,103.948,14.44333333,3.5,3.5,"SE","Reef fish <50 mm SL",20,20,"Visual Census","500","Carpophyllum flexuosum and Ecklonia radiata vs coralline flat and echinoid-domiNAted reef","Response on Juvenile Fishes ",NA,NA,NA,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Juvenile Fish assemblage ",-35.063,174.138,"Juvenile",500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6524758424985,15.6524758424985,2.0380873796275,2.0380873796275,0.0873361595809952,4.99261693672306,0.411577798460675,"Mixed","1","Single","Erect","Medium ",NA,2,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Carpophyllum flexuosum, Ecklonia radiata",24,"Cole et al. (2012)","36","Bay of plenty",-38,177,"OA",NA,17.74,14.38,19.48,19.65,3.48,10.54,"SD","Chromis dispilus abundance",246,5,"4*30 m","120","ObservatioNAl","Fig. 4A",NA,NA,12,"barren","Observational","Spatial","yes","no","no","no","no","transect","Chromis dispilus abundance",-38,177,"Both",120,960,NA,NA,NA,NA,NA,NA,NA,"02-01-02","Chromis dispilus","Ovalentaria","Pomacentridae","3,01","Planktivore","21","154,001785","Pelagic SA",3.48,10.54,0.197592312732778,0.197592312732778,0.0940689302004136,0.905023972306715,0.205696650989948,"Mixed","1","Single","Erect","Medium ",NA,5,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
